#    ID   RA            Dec        F814W   F555W
#         [deg]         [deg]
  46245   161.773524    17.270654  26.993  28.022
  46246   161.773310    17.270058  27.677  28.049
  46247   161.770461    17.262152  27.758  29.840
  46248   161.775233    17.275393  27.852  28.110
  46249   161.771922    17.266205  26.831  28.227
  46250   161.770328    17.261782  28.949  29.824
  46251   161.779089    17.286087  28.783  30.470
  46252   161.774564    17.273534  27.402  29.389
  46253   161.774322    17.272859  27.258  28.511
  46254   161.780408    17.289743  28.523  31.202
  46255   161.771624    17.265370  27.528  27.775
  46256   161.769017    17.258137  26.959  28.517
  46257   161.769469    17.259390  27.245  28.556
  46258   161.771420    17.264800  27.546  28.793
  46259   161.770998    17.263626  28.705  29.823
  46260   161.768715    17.257292  27.190  30.276
  46261   161.771716    17.265618  28.029  29.324
  46262   161.777591    17.281913  28.223  30.174
  46263   161.773468    17.270473  27.558  28.264
  46264   161.768523    17.256753  28.396  29.613
  46265   161.769090    17.258325  27.215  28.406
  46266   161.769104    17.258365  27.703  28.860
  46267   161.769792    17.260274  28.312  29.959
  46268   161.780535    17.290076  28.400  29.939
  46269   161.771510    17.265039  27.013  29.032
  46270   161.771122    17.263963  26.574  27.144
  46271   161.784468    17.300982  28.283  30.058
  46272   161.768814    17.257555  28.088  29.536
  46273   161.774383    17.273005  27.365  29.172
  46274   161.775088    17.274957  26.771  29.023
  46275   161.767588    17.254150  29.081  30.469
  46276   161.769808    17.260308  28.734  28.724
  46277   161.771750    17.265696  27.879  28.437
  46278   161.770659    17.262665  27.636  30.084
  46279   161.769858    17.260441  28.387  29.278
  46280   161.777706    17.282212  28.986  29.971
  46281   161.775994    17.277462  28.182  29.650
  46282   161.776368    17.278496  28.334  31.256
  46283   161.768564    17.256843  28.072  29.858
  46284   161.769955    17.260700  28.825  29.128
  46285   161.771812    17.265854  28.312  27.866
  46286   161.777729    17.282268  26.993  28.428
  46287   161.776455    17.278730  28.677  28.900
  46288   161.771338    17.264535  27.239  27.914
  46289   161.771686    17.265500  26.528  28.737
  46290   161.777871    17.282654  28.723  30.362
  46291   161.776551    17.278990  28.642  29.483
  46292   161.771619    17.265305  28.914  28.881
  46293   161.773891    17.271609  27.176  27.491
  46294   161.771308    17.264440  28.477  29.094
  46295   161.775134    17.275053  27.347  27.415
  46296   161.771907    17.266100  28.109  28.182
  46297   161.773088    17.269377  27.005  28.624
  46298   161.769500    17.259421  27.475  27.897
  46299   161.775421    17.275845  27.367  28.099
  46300   161.769272    17.258784  27.561  30.588
  46301   161.773057    17.269283  26.786  28.037
  46302   161.770157    17.261234  25.894  27.707
  46303   161.767096    17.252740  28.882  30.600
  46304   161.769159    17.258463  28.258  28.226
  46305   161.775498    17.276046  27.640  28.482
  46306   161.769063    17.258192  29.115  29.103
  46307   161.773955    17.271765  26.902  27.457
  46308   161.775250    17.275358  26.861  26.703
  46309   161.772410    17.267476  27.204  27.623
  46310   161.777542    17.281708  26.973  27.528
  46311   161.779940    17.288353  28.674  30.278
  46312   161.770148    17.261185  27.939  29.854
  46313   161.771525    17.265003  27.107  28.482
  46314   161.771262    17.264264  28.528  28.697
  46315   161.774729    17.273882  27.692  28.637
  46316   161.775306    17.275481  27.378  29.157
  46317   161.771510    17.264946  28.401  28.611
  46318   161.776616    17.279109  27.342  27.813
  46319   161.776831    17.279701  28.688  29.658
  46320   161.771546    17.265040  27.532  29.159
  46321   161.772106    17.266593  26.161  28.179
  46322   161.775099    17.274890  26.485  28.425
  46323   161.769473    17.259280  27.333  28.550
  46324   161.770679    17.262623  28.108  28.896
  46325   161.768907    17.257705  28.336  29.028
  46326   161.771666    17.265357  27.217  27.172
  46327   161.785621    17.304067  28.695  30.656
  46328   161.774420    17.272994  27.717  28.368
  46329   161.776107    17.277674  28.582  29.957
  46330   161.772118    17.266604  26.675  27.899
  46331   161.774866    17.274229  26.001  25.968
  46332   161.770459    17.261998  27.210  29.051
  46333   161.769239    17.258614  28.437  28.864
  46334   161.777602    17.281814  28.580  30.475
  46335   161.771055    17.263649  27.997  29.083
  46336   161.770845    17.263065  26.924  28.697
  46337   161.774978    17.274529  25.915  26.926
  46338   161.771382    17.264552  28.287  29.097
  46339   161.781566    17.292801  28.538  30.139
  46340   161.776518    17.278800  28.495  31.261
  46341   161.779011    17.285707  28.085  29.431
  46342   161.776480    17.278682  28.843  30.144
  46343   161.770295    17.261523  27.640  30.064
  46344   161.770781    17.262870  27.940  29.934
  46345   161.775183    17.275081  24.560  27.042
  46346   161.776054    17.277496  28.575  29.978
  46347   161.772148    17.266661  27.466  29.284
  46348   161.771623    17.265195  28.116  27.773
  46349   161.777736    17.282152  28.538  30.442
  46350   161.769119    17.258243  28.102  29.996
  46351   161.772449    17.267483  27.048  27.664
  46352   161.770189    17.261206  28.212  29.333
  46353   161.772531    17.267704  27.336  27.708
  46354   161.769561    17.259462  27.564  27.373
  46355   161.773738    17.271047  28.602  28.961
  46356   161.773729    17.271020  26.763  28.482
  46357   161.777024    17.280159  28.718  30.507
  46358   161.775081    17.274767  24.875  27.629
  46359   161.767524    17.253798  28.455  30.171
  46360   161.773390    17.270068  27.107  29.320
  46361   161.774662    17.273597  26.753  29.549
  46362   161.774250    17.272452  27.040  28.899
  46363   161.771002    17.263440  27.028  29.146
  46364   161.770470    17.261964  28.574  30.177
  46365   161.775578    17.276134  27.996  28.273
  46366   161.771792    17.265630  27.351  29.385
  46367   161.772512    17.267626  27.985  29.300
  46368   161.775143    17.274918  28.334  29.333
  46369   161.771809    17.265669  27.425  27.173
  46370   161.771654    17.265236  27.261  28.657
  46371   161.774180    17.272246  27.712  28.547
  46372   161.777063    17.280242  28.187  30.271
  46373   161.774399    17.272848  27.737  28.716
  46374   161.768488    17.256448  29.040  30.055
  46375   161.770692    17.262562  27.737  28.961
  46376   161.769909    17.260388  27.745  31.042
  46377   161.773152    17.269387  26.963  28.133
  46378   161.773220    17.269572  26.141  29.626
  46379   161.770061    17.260805  28.337  29.131
  46380   161.774565    17.273294  25.431  26.832
  46381   161.776890    17.279742  28.432  29.280
  46382   161.772286    17.266968  26.603  28.200
  46383   161.774290    17.272526  27.163  28.124
  46384   161.771108    17.263693  27.769  28.936
  46385   161.776667    17.279116  28.233  29.124
  46386   161.772151    17.266587  28.525  28.383
  46387   161.776587    17.278893  28.718  29.420
  46388   161.779823    17.287867  28.652  30.234
  46389   161.776471    17.278570  28.151  30.136
  46390   161.769320    17.258730  27.056  28.477
  46391   161.778260    17.283532  28.028  29.764
  46392   161.775696    17.276416  28.169  29.837
  46393   161.774956    17.274362  27.215  28.423
  46394   161.770147    17.261012  27.130  29.929
  46395   161.770981    17.263324  26.928  28.056
  46396   161.776871    17.279664  27.910  31.206
  46397   161.778724    17.284804  28.528  29.678
  46398   161.770768    17.262733  28.363  29.365
  46399   161.769693    17.259746  25.800  27.266
  46400   161.775455    17.275732  27.069  28.757
  46401   161.772556    17.267687  27.415  28.449
  46402   161.769571    17.259405  27.792  27.951
  46403   161.770523    17.262048  27.520  30.237
  46404   161.771210    17.263946  27.970  29.220
  46405   161.768710    17.257009  28.165  29.223
  46406   161.770362    17.261592  28.138  29.552
  46407   161.769652    17.259624  29.030  29.516
  46408   161.776632    17.278988  26.039  27.769
  46409   161.770305    17.261434  27.357  27.896
  46410   161.783405    17.297772  26.951  29.492
  46411   161.771682    17.265251  27.689  29.062
  46412   161.770444    17.261811  27.476  30.447
  46413   161.770930    17.263156  28.224  28.925
  46414   161.771925    17.265916  27.117  29.206
  46415   161.769404    17.258920  27.293  29.231
  46416   161.775026    17.274519  26.389  28.401
  46417   161.776696    17.279145  27.557  28.980
  46418   161.769676    17.259669  28.113  30.189
  46419   161.770074    17.260773  28.940  30.654
  46420   161.769744    17.259856  27.355  28.646
  46421   161.778227    17.283391  28.506  31.151
  46422   161.770468    17.261865  28.602  29.588
  46423   161.773089    17.269135  25.310  26.980
  46424   161.767329    17.253150  27.905  27.821
  46425   161.769418    17.258945  28.963  29.425
  46426   161.768819    17.257280  27.628  30.283
  46427   161.768643    17.256789  28.097  29.883
  46428   161.776017    17.277247  27.696  29.234
  46429   161.771105    17.263620  27.441  28.731
  46430   161.776502    17.278592  28.063  29.674
  46431   161.768624    17.256731  28.968  30.598
  46432   161.771342    17.264272  27.956  27.279
  46433   161.776672    17.279057  28.410  29.038
  46434   161.773879    17.271310  25.720  26.483
  46435   161.777562    17.281525  28.758  29.900
  46436   161.770205    17.261112  28.306  30.149
  46437   161.768995    17.257751  27.857  28.852
  46438   161.771387    17.264383  27.784  29.784
  46439   161.772453    17.267341  28.070  29.301
  46440   161.774429    17.272822  28.319  30.305
  46441   161.774170    17.272103  27.249  28.808
  46442   161.768544    17.256491  28.885  30.247
  46443   161.771125    17.263648  27.060  28.306
  46444   161.769767    17.259878  28.082  27.656
  46445   161.777680    17.281830  28.505  31.178
  46446   161.776919    17.279715  28.647  29.477
  46447   161.770978    17.263233  27.782  29.699
  46448   161.770807    17.262757  27.897  30.245
  46449   161.773398    17.269944  27.065  26.912
  46450   161.769209    17.258319  28.314  29.644
  46451   161.771721    17.265288  28.960  28.405
  46452   161.770071    17.260706  27.470  28.230
  46453   161.770328    17.261418  28.697  28.971
  46454   161.770035    17.260602  28.269  29.022
  46455   161.770903    17.263010  27.803  29.590
  46456   161.770132    17.260866  27.454  28.889
  46457   161.769895    17.260211  28.533  28.396
  46458   161.769660    17.259554  27.877  29.013
  46459   161.777211    17.280502  28.347  28.961
  46460   161.774052    17.271739  27.535  27.599
  46461   161.771846    17.265618  27.222  28.825
  46462   161.771168    17.263737  27.431  28.857
  46463   161.772991    17.268795  26.934  26.948
  46464   161.777247    17.280600  27.179  29.486
  46465   161.774222    17.272205  27.030  28.842
  46466   161.769187    17.258237  27.239  29.334
  46467   161.772074    17.266246  25.043  26.826
  46468   161.769115    17.258035  28.586  29.563
  46469   161.768408    17.256075  27.110  29.256
  46470   161.770399    17.261597  25.995  28.359
  46471   161.774815    17.273845  27.212  28.914
  46472   161.769548    17.259230  28.028  29.350
  46473   161.773503    17.270204  27.431  29.463
  46474   161.771454    17.264516  27.144  29.180
  46475   161.772137    17.266406  26.640  28.876
  46476   161.770874    17.262902  28.278  29.711
  46477   161.769628    17.259444  26.712  29.204
  46478   161.778624    17.284400  27.798  30.063
  46479   161.767788    17.254336  27.876  29.627
  46480   161.776926    17.279689  28.456  30.492
  46481   161.778547    17.284178  27.860  29.404
  46482   161.774457    17.272834  27.296  28.285
  46483   161.776374    17.278148  26.141  26.553
  46484   161.771100    17.263511  26.301  28.204
  46485   161.776531    17.278577  28.689  29.154
  46486   161.773300    17.269611  26.416  27.800
  46487   161.771055    17.263379  27.581  29.399
  46488   161.769073    17.257880  28.195  30.069
  46489   161.773608    17.270459  27.557  28.013
  46490   161.776864    17.279489  28.016  28.201
  46491   161.770313    17.261315  28.244  29.239
  46492   161.770691    17.262360  26.227  28.237
  46493   161.771090    17.263468  28.470  29.641
  46494   161.771047    17.263346  26.834  30.162
  46495   161.770798    17.262655  27.432  30.464
  46496   161.778051    17.282772  28.437  30.101
  46497   161.774780    17.273699  28.052  29.041
  46498   161.770517    17.261870  28.339  28.990
  46499   161.777220    17.280467  27.872  30.254
  46500   161.771498    17.264590  27.891  29.533
  46501   161.770065    17.260613  28.012  30.027
  46502   161.769719    17.259652  27.075  27.761
  46503   161.779730    17.287423  28.250  29.676
  46504   161.772066    17.266159  26.288  26.871
  46505   161.774713    17.273504  28.347  29.826
  46506   161.778777    17.284772  27.731  31.152
  46507   161.770472    17.261732  26.896  29.214
  46508   161.768274    17.255631  27.914  28.186
  46509   161.770998    17.263187  27.092  28.780
  46510   161.770376    17.261460  27.255  28.846
  46511   161.774530    17.272984  27.994  29.284
  46512   161.775836    17.276602  27.923  28.619
  46513   161.777338    17.280768  27.526  30.994
  46514   161.771495    17.264558  26.986  28.603
  46515   161.779140    17.285765  28.548  30.045
  46516   161.770571    17.261992  27.809  28.985
  46517   161.776186    17.277569  28.939  29.418
  46518   161.780564    17.289712  28.786  30.763
  46519   161.769953    17.260272  27.715  27.941
  46520   161.768258    17.255564  28.427  29.504
  46521   161.775924    17.276832  26.548  28.329
  46522   161.771972    17.265865  25.504  25.565
  46523   161.770109    17.260690  27.524  27.981
  46524   161.774233    17.272131  26.901  27.417
  46525   161.778247    17.283265  28.814  30.427
  46526   161.776373    17.278060  28.308  29.533
  46527   161.769497    17.258982  28.083  30.904
  46528   161.777258    17.280514  28.412  29.814
  46529   161.771220    17.263763  27.164  28.338
  46530   161.776790    17.279214  28.977  28.862
  46531   161.769283    17.258384  27.684  27.978
  46532   161.771501    17.264536  25.796  27.654
  46533   161.770973    17.263071  27.972  29.188
  46534   161.769873    17.260018  27.837  29.008
  46535   161.770612    17.262069  26.673  27.057
  46536   161.779436    17.286546  29.059  30.637
  46537   161.771001    17.263146  27.592  28.975
  46538   161.778811    17.284812  27.666  29.831
  46539   161.770103    17.260651  28.981  29.733
  46540   161.772543    17.267419  24.727  25.448
  46541   161.771938    17.265739  27.648  28.904
  46542   161.771624    17.264863  24.563  26.155
  46543   161.773110    17.268986  27.371  28.705
  46544   161.774098    17.271726  27.898  29.436
  46545   161.770685    17.262256  27.850  29.411
  46546   161.774123    17.271789  26.571  27.989
  46547   161.770026    17.260422  28.598  30.391
  46548   161.773688    17.270580  27.268  29.260
  46549   161.771284    17.263909  27.266  27.707
  46550   161.774918    17.273992  27.725  29.759
  46551   161.769428    17.258758  28.195  29.712
  46552   161.770218    17.260949  27.844  30.975
  46553   161.774092    17.271697  27.713  28.185
  46554   161.774869    17.273851  28.475  29.868
  46555   161.767919    17.254569  28.904  30.373
  46556   161.775648    17.276010  24.365  26.963
  46557   161.771783    17.265285  27.604  28.832
  46558   161.769712    17.259540  27.939  27.686
  46559   161.775486    17.275560  27.572  28.221
  46560   161.781425    17.292032  28.408  29.461
  46561   161.772082    17.266114  27.576  28.664
  46562   161.776200    17.277536  28.841  28.782
  46563   161.778989    17.285271  28.157  30.452
  46564   161.770177    17.260825  28.443  28.903
  46565   161.767385    17.253077  28.384  28.236
  46566   161.774204    17.271994  27.667  28.735
  46567   161.774314    17.272295  25.416  27.410
  46568   161.769474    17.258866  28.640  30.704
  46569   161.770236    17.260976  28.151  29.799
  46570   161.776729    17.278991  28.517  30.328
  46571   161.772303    17.266710  27.098  27.804
  46572   161.776662    17.278802  27.943  29.953
  46573   161.775242    17.274861  29.045  29.418
  46574   161.774627    17.273155  27.495  28.408
  46575   161.769220    17.258154  28.412  30.805
  46576   161.775917    17.276732  27.252  28.825
  46577   161.769192    17.258070  27.680  28.553
  46578   161.773634    17.270396  26.283  27.166
  46579   161.773842    17.270965  26.117  28.988
  46580   161.770973    17.263002  27.972  28.147
  46581   161.777646    17.281512  28.095  29.425
  46582   161.773121    17.268959  27.637  28.723
  46583   161.773280    17.269400  28.752  29.127
  46584   161.770384    17.261359  27.717  27.994
  46585   161.770939    17.262898  27.587  29.623
  46586   161.774879    17.273829  28.462  29.336
  46587   161.767883    17.254417  29.035  30.754
  46588   161.776127    17.277286  28.690  30.641
  46589   161.769682    17.259404  27.884  29.609
  46590   161.770227    17.260917  28.658  28.918
  46591   161.776232    17.277573  27.687  28.947
  46592   161.770760    17.262388  24.766  24.970
  46593   161.775671    17.276012  25.198  25.495
  46594   161.771397    17.264152  26.737  27.246
  46595   161.771302    17.263887  27.691  28.113
  46596   161.776345    17.277878  28.318  28.860
  46597   161.774691    17.273288  27.530  29.294
  46598   161.774899    17.273865  27.725  29.829
  46599   161.768031    17.254809  27.774  27.914
  46600   161.777827    17.281986  28.442  30.359
  46601   161.770430    17.261465  27.813  29.630
  46602   161.769168    17.257962  29.105  29.344
  46603   161.772181    17.266322  27.521  30.119
  46604   161.776817    17.279182  25.445  27.047
  46605   161.769538    17.258987  27.885  29.682
  46606   161.768616    17.256426  28.377  30.362
  46607   161.768114    17.255024  27.781  29.033
  46608   161.773915    17.271119  26.320  26.619
  46609   161.775347    17.275089  27.674  28.104
  46610   161.767404    17.253050  28.245  28.313
  46611   161.776334    17.277827  28.214  30.486
  46612   161.772870    17.268215  22.944  23.486
  46613   161.771861    17.265413  25.345  27.447
  46614   161.771447    17.264265  26.100  26.386
  46615   161.785981    17.304579  27.996  30.671
  46616   161.769375    17.258508  28.375  29.084
  46617   161.774459    17.272612  28.110  29.234
  46618   161.776977    17.279598  28.818  29.534
  46619   161.771391    17.264101  26.825  27.569
  46620   161.772538    17.267280  27.274  27.404
  46621   161.777962    17.282325  28.258  30.148
  46622   161.778054    17.282581  28.157  29.645
  46623   161.771815    17.265269  26.133  28.351
  46624   161.776790    17.279069  28.217  28.792
  46625   161.777230    17.280289  28.642  30.361
  46626   161.769153    17.257877  28.744  30.010
  46627   161.775308    17.274955  27.083  27.980
  46628   161.772794    17.267981  27.252  27.692
  46629   161.774337    17.272258  25.188  25.386
  46630   161.776189    17.277395  28.489  30.839
  46631   161.771167    17.263462  28.663  29.489
  46632   161.772325    17.266675  25.205  27.318
  46633   161.771244    17.263674  27.222  30.279
  46634   161.777205    17.280209  28.922  29.672
  46635   161.777825    17.281927  28.956  30.440
  46636   161.770248    17.260905  28.396  29.776
  46637   161.771521    17.264439  27.882  28.139
  46638   161.771258    17.263708  27.919  29.493
  46639   161.771586    17.264616  26.206  28.270
  46640   161.779171    17.285658  28.985  30.952
  46641   161.771703    17.264939  26.621  27.217
  46642   161.776925    17.279424  24.945  25.794
  46643   161.768955    17.257310  28.055  29.972
  46644   161.776258    17.277570  28.530  29.535
  46645   161.769568    17.259008  29.080  29.076
  46646   161.769215    17.258029  27.675  30.343
  46647   161.777292    17.280428  27.875  31.072
  46648   161.777310    17.280476  28.654  29.710
  46649   161.769357    17.258413  25.556  28.479
  46650   161.776239    17.277504  28.095  28.080
  46651   161.778254    17.283090  27.838  29.268
  46652   161.771544    17.264473  27.581  27.897
  46653   161.771674    17.264832  27.208  29.990
  46654   161.775039    17.274164  26.769  28.119
  46655   161.771148    17.263368  27.252  29.274
  46656   161.771877    17.265389  26.687  28.102
  46657   161.771403    17.264073  27.005  29.290
  46658   161.767377    17.252897  24.309  26.028
  46659   161.775526    17.275507  28.297  29.992
  46660   161.785317    17.302664  27.662  28.138
  46661   161.769459    17.258675  28.400  29.081
  46662   161.770067    17.260358  27.436  30.141
  46663   161.771792    17.265145  26.948  29.795
  46664   161.775154    17.274472  27.551  28.157
  46665   161.769519    17.258834  27.409  30.174
  46666   161.776489    17.278169  28.699  30.179
  46667   161.771180    17.263436  28.206  28.809
  46668   161.777121    17.279916  28.925  30.186
  46669   161.778565    17.283922  28.637  30.052
  46670   161.768694    17.256530  28.859  29.879
  46671   161.771994    17.265686  26.621  27.152
  46672   161.771444    17.264156  27.088  28.036
  46673   161.783848    17.298566  28.190  29.731
  46674   161.777332    17.280484  28.050  29.386
  46675   161.776224    17.277409  28.470  31.305
  46676   161.771930    17.265495  26.883  27.326
  46677   161.776892    17.279261  24.617  26.312
  46678   161.768864    17.256987  27.444  28.869
  46679   161.770511    17.261556  27.997  29.868
  46680   161.775333    17.274933  27.284  28.347
  46681   161.777662    17.281394  28.467  30.123
  46682   161.772936    17.268282  25.247  28.257
  46683   161.769956    17.260011  27.295  28.243
  46684   161.772528    17.267148  27.108  30.689
  46685   161.771480    17.264238  27.470  27.786
  46686   161.771866    17.265308  27.503  29.252
  46687   161.769010    17.257383  28.207  28.785
  46688   161.780556    17.289414  27.762  30.011
  46689   161.772126    17.266028  28.128  28.167
  46690   161.775120    17.274332  28.071  28.586
  46691   161.770458    17.261397  27.281  31.257
  46692   161.769317    17.258233  27.499  29.639
  46693   161.776109    17.277076  28.390  29.893
  46694   161.770618    17.261842  27.242  27.811
  46695   161.772831    17.267981  27.362  29.979
  46696   161.775708    17.275960  26.250  26.432
  46697   161.772214    17.266264  27.561  28.255
  46698   161.774391    17.272298  27.507  27.372
  46699   161.769338    17.258277  26.640  28.287
  46700   161.772883    17.268110  26.931  27.595
  46701   161.776646    17.278548  27.944  30.353
  46702   161.775211    17.274563  24.710  27.790
  46703   161.768268    17.255300  28.763  28.909
  46704   161.771585    17.264501  27.256  27.804
  46705   161.773143    17.268823  26.926  28.724
  46706   161.774175    17.271687  26.998  28.150
  46707   161.774361    17.272200  26.460  28.996
  46708   161.773127    17.268778  26.510  26.970
  46709   161.769474    17.258641  28.474  30.313
  46710   161.779723    17.287071  28.505  29.946
  46711   161.770618    17.261810  27.774  28.158
  46712   161.767750    17.253852  28.988  29.236
  46713   161.777179    17.280011  28.442  30.191
  46714   161.769168    17.257782  27.668  27.750
  46715   161.771125    17.263209  28.225  30.742
  46716   161.776282    17.277517  28.278  28.506
  46717   161.776063    17.276907  28.830  30.082
  46718   161.774634    17.272945  27.026  30.081
  46719   161.769567    17.258881  27.174  27.419
  46720   161.772387    17.266704  27.212  28.541
  46721   161.771837    17.265173  27.566  27.753
  46722   161.770355    17.261061  27.299  28.557
  46723   161.774515    17.272601  27.774  29.432
  46724   161.769738    17.259344  27.521  28.583
  46725   161.770075    17.260278  28.247  29.068
  46726   161.774686    17.273068  26.930  28.694
  46727   161.770412    17.261211  28.580  29.781
  46728   161.774208    17.271742  28.823  28.968
  46729   161.769922    17.259851  27.590  28.116
  46730   161.774232    17.271806  26.729  28.036
  46731   161.769525    17.258747  28.286  29.070
  46732   161.776567    17.278282  28.104  29.030
  46733   161.769297    17.258108  27.973  29.313
  46734   161.773993    17.271135  27.834  28.916
  46735   161.771000    17.262830  29.058  31.089
  46736   161.774658    17.272974  27.720  28.798
  46737   161.774980    17.273866  27.272  28.642
  46738   161.772720    17.267596  27.541  28.653
  46739   161.778060    17.282407  28.174  29.726
  46740   161.776918    17.279235  27.456  27.896
  46741   161.770692    17.261962  27.570  29.255
  46742   161.774454    17.272397  25.495  27.183
  46743   161.774488    17.272488  28.011  29.075
  46744   161.770047    17.260164  26.607  28.680
  46745   161.771381    17.263866  28.155  28.361
  46746   161.777803    17.281680  27.814  29.360
  46747   161.777250    17.280144  28.379  29.818
  46748   161.771350    17.263777  27.612  28.549
  46749   161.777459    17.280724  28.463  29.805
  46750   161.771041    17.262920  27.865  30.215
  46751   161.775588    17.275531  26.409  28.016
  46752   161.770389    17.261107  28.837  29.644
  46753   161.767610    17.253395  28.217  27.881
  46754   161.767881    17.254141  28.227  29.619
  46755   161.774084    17.271351  27.240  29.554
  46756   161.771363    17.263799  26.445  27.822
  46757   161.771728    17.264809  27.646  28.521
  46758   161.784343    17.299804  28.757  30.919
  46759   161.780679    17.289638  28.490  30.428
  46760   161.776490    17.278019  26.955  28.766
  46761   161.775150    17.274284  27.232  28.111
  46762   161.773164    17.268772  27.346  28.298
  46763   161.769431    17.258414  27.079  28.714
  46764   161.776997    17.279405  26.604  29.106
  46765   161.771356    17.263754  27.559  29.034
  46766   161.776616    17.278345  26.341  27.996
  46767   161.774936    17.273684  26.909  30.279
  46768   161.769663    17.259053  28.669  30.658
  46769   161.772554    17.267069  27.551  28.607
  46770   161.775257    17.274560  27.553  27.932
  46771   161.770799    17.262191  27.660  30.180
  46772   161.774223    17.271690  27.921  29.012
  46773   161.773146    17.268702  26.145  29.295
  46774   161.767399    17.252755  28.160  28.298
  46775   161.776440    17.277839  28.118  30.210
  46776   161.777598    17.281050  27.416  29.535
  46777   161.767821    17.253924  27.974  30.130
  46778   161.772293    17.266330  27.678  30.681
  46779   161.775081    17.274067  27.885  29.794
  46780   161.774699    17.272999  27.053  29.284
  46781   161.775047    17.273963  28.677  28.699
  46782   161.773072    17.268482  25.868  27.959
  46783   161.775194    17.274367  27.453  29.338
  46784   161.772778    17.267663  27.359  29.795
  46785   161.769852    17.259545  28.951  30.488
  46786   161.769613    17.258878  28.828  30.058
  46787   161.777042    17.279490  28.409  28.970
  46788   161.769935    17.259771  28.138  29.883
  46789   161.775511    17.275239  28.520  29.331
  46790   161.771983    17.265450  27.751  29.696
  46791   161.771066    17.262900  27.783  28.795
  46792   161.769882    17.259612  26.778  28.364
  46793   161.776300    17.277417  28.804  30.188
  46794   161.776283    17.277368  28.067  29.487
  46795   161.774574    17.272622  28.260  28.601
  46796   161.768877    17.256813  28.037  28.866
  46797   161.770592    17.261572  28.774  29.274
  46798   161.770025    17.259997  27.746  29.521
  46799   161.775480    17.275133  26.899  29.104
  46800   161.769416    17.258308  28.965  29.137
  46801   161.769567    17.258718  27.604  30.520
  46802   161.776703    17.278516  27.833  28.906
  46803   161.771398    17.263798  27.510  30.803
  46804   161.776361    17.277566  28.862  29.409
  46805   161.770383    17.260980  26.212  27.759
  46806   161.771017    17.262740  27.828  28.984
  46807   161.775710    17.275756  28.163  28.801
  46808   161.770822    17.262196  27.373  29.482
  46809   161.777097    17.279603  27.651  28.995
  46810   161.775694    17.275708  27.543  29.940
  46811   161.773717    17.270222  27.349  29.192
  46812   161.771829    17.264985  28.677  29.267
  46813   161.771701    17.264628  26.903  31.100
  46814   161.773203    17.268797  24.947  26.505
  46815   161.776845    17.278901  26.799  26.830
  46816   161.769407    17.258263  28.398  29.777
  46817   161.770998    17.262678  28.080  28.612
  46818   161.783201    17.296529  28.972  30.814
  46819   161.772461    17.266736  27.663  29.209
  46820   161.777412    17.280470  29.028  28.893
  46821   161.777042    17.279441  28.280  30.331
  46822   161.770147    17.260311  28.475  29.880
  46823   161.784349    17.299703  27.453  29.643
  46824   161.770817    17.262163  27.157  27.758
  46825   161.774018    17.271043  26.743  28.315
  46826   161.776753    17.278630  27.848  29.833
  46827   161.770781    17.262060  27.648  29.276
  46828   161.774576    17.272588  29.050  28.755
  46829   161.772326    17.266346  27.719  28.463
  46830   161.773122    17.268554  25.000  25.466
  46831   161.774245    17.271668  27.617  30.178
  46832   161.769207    17.257690  29.106  30.423
  46833   161.773358    17.269204  25.876  28.089
  46834   161.770852    17.262251  27.154  29.826
  46835   161.770285    17.260676  28.380  29.192
  46836   161.770647    17.261682  27.139  30.600
  46837   161.772977    17.268144  27.905  29.067
  46838   161.777594    17.280951  28.573  29.947
  46839   161.776025    17.276598  27.740  28.281
  46840   161.767435    17.252762  28.595  28.771
  46841   161.771099    17.262928  27.302  29.460
  46842   161.777215    17.279893  28.223  29.692
  46843   161.778837    17.284392  28.841  30.482
  46844   161.768366    17.255341  27.811  30.688
  46845   161.776726    17.278535  27.066  27.016
  46846   161.769588    17.258728  27.991  28.954
  46847   161.774155    17.271399  25.955  28.015
  46848   161.769249    17.257783  28.313  27.902
  46849   161.770136    17.260242  28.572  30.277
  46850   161.774096    17.271229  27.520  28.681
  46851   161.777532    17.280756  29.061  29.677
  46852   161.773908    17.270702  27.848  28.133
  46853   161.780484    17.288945  28.603  31.181
  46854   161.767737    17.253579  28.898  28.849
  46855   161.770020    17.259911  27.432  28.923
  46856   161.769276    17.257846  28.617  30.065
  46857   161.771233    17.263276  28.224  29.445
  46858   161.773743    17.270233  27.685  28.166
  46859   161.770153    17.260273  27.450  29.133
  46860   161.776337    17.277424  27.289  30.192
  46861   161.778555    17.283575  28.541  29.581
  46862   161.775392    17.274793  26.785  26.959
  46863   161.771419    17.263770  27.972  29.877
  46864   161.776513    17.277903  28.866  29.453
  46865   161.774051    17.271070  27.681  28.692
  46866   161.774784    17.273098  27.332  28.992
  46867   161.785761    17.303543  28.758  31.329
  46868   161.772767    17.267500  26.243  27.248
  46869   161.780067    17.287746  28.615  30.564
  46870   161.776772    17.278605  27.970  28.727
  46871   161.775906    17.276197  27.373  29.708
  46872   161.774338    17.271846  27.093  29.882
  46873   161.777289    17.280032  29.098  29.329
  46874   161.780284    17.288338  28.285  29.728
  46875   161.776146    17.276856  28.192  31.163
  46876   161.770632    17.261557  28.909  29.073
  46877   161.776400    17.277558  27.991  28.647
  46878   161.772353    17.266330  27.716  27.944
